ID,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
4698,Medium,Medium,Private,Neutral,5,No,High School,Moderate,Female,76
4699,Medium,High,Public,Neutral,3,No,College,Near,Male,70
4700,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Female,67
4701,Low,Medium,Private,Positive,4,No,College,Near,Female,66
4702,Low,Medium,Public,Positive,2,No,High School,Near,Male,65
4703,Low,Medium,Public,Neutral,1,No,College,Near,Female,65
4704,Low,Medium,Public,Negative,3,No,High School,Far,Female,63
4705,Medium,High,Public,Neutral,3,Yes,,Near,Male,74
4706,High,Low,Private,Neutral,3,No,College,Moderate,Male,72
4707,High,Low,Public,Neutral,4,No,High School,Near,Female,68
4708,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,62
4709,Low,Low,Private,Neutral,3,No,College,Far,Male,65
4710,High,High,Private,Negative,3,No,High School,Near,Male,69
4711,High,Low,Public,Negative,2,No,High School,Moderate,Male,61
4712,Medium,Medium,Private,Positive,4,No,High School,Far,Male,67
4713,Medium,Medium,Public,Positive,4,No,High School,Near,Male,66
4714,Low,High,Private,Neutral,2,No,High School,Near,Male,70
4715,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,72
4716,Low,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,69
4717,Low,Medium,Private,Positive,3,No,High School,Near,Male,68
4718,Medium,Medium,Public,Neutral,2,No,College,Near,Male,74
4719,Low,Medium,Private,Neutral,3,Yes,High School,Near,Male,70
4720,Medium,Medium,Private,Positive,4,No,High School,Near,Male,67
4721,Medium,High,Private,Neutral,2,No,High School,Moderate,Female,68
4722,High,High,Private,Neutral,1,No,Postgraduate,Near,Female,69
4723,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,66
4724,Medium,High,Public,Positive,3,No,College,Moderate,Male,66
4725,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68
4726,Low,Medium,Public,Negative,2,No,College,Near,Male,60
4727,High,High,Public,Positive,4,Yes,Postgraduate,Near,Male,69
4728,Medium,Medium,Public,Negative,1,Yes,High School,Near,Male,66
4729,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,77
4730,High,Medium,Public,Negative,5,No,College,Near,Male,63
4731,High,High,Public,Neutral,3,Yes,College,Near,Male,66
4732,High,Medium,Private,Positive,4,No,High School,Moderate,Female,64
4733,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,63
4734,High,Medium,Public,Neutral,4,No,High School,Near,Male,68
4735,High,Medium,Private,Negative,2,No,College,Near,Male,65
4736,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Moderate,Male,65
4737,Medium,,Public,Positive,1,No,College,Near,Male,64
4738,High,Medium,Public,Positive,3,No,College,Far,Male,68
4739,Low,High,Private,Neutral,2,No,High School,Far,Male,62
4740,Low,High,Public,Positive,3,No,High School,Near,Male,67
4741,Medium,Medium,Private,Positive,1,No,College,Near,Female,73
4742,High,Medium,Private,Positive,3,No,High School,Near,Female,69
4743,Low,Medium,Private,Negative,2,No,Postgraduate,Near,Male,65
4744,Medium,High,Private,Neutral,3,No,High School,Far,Male,66
4745,Medium,Low,Public,Positive,2,No,College,Far,Male,73
4746,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,72
4747,High,Low,Public,Neutral,1,No,High School,Near,Male,72
4748,Low,Medium,Private,Positive,1,No,High School,Near,Female,61
4749,Low,High,Private,Neutral,3,No,High School,Near,Female,69
4750,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,66
4751,High,Medium,Public,Positive,3,No,Postgraduate,Far,Female,74
4752,Low,Medium,Public,Negative,4,Yes,College,Near,Female,64
4753,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,66
4754,Medium,Medium,Public,Neutral,3,No,College,Near,Female,64
4755,Medium,Medium,Private,Positive,4,No,High School,Near,Male,66
4756,High,Low,Private,Neutral,5,No,High School,Near,Male,72
4757,Medium,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,71
4758,Medium,Medium,Public,Negative,3,Yes,High School,Near,Female,70
4759,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,67
4760,Low,High,Public,Neutral,2,Yes,Postgraduate,Near,Male,71
4761,High,Medium,Public,Neutral,3,Yes,College,Near,Male,63
4762,Medium,Low,Public,Neutral,2,No,College,Moderate,Female,64
4763,Low,Low,Public,Neutral,1,No,High School,Moderate,Male,64
4764,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Female,65
4765,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,65
4766,Low,High,Private,Neutral,3,No,College,Moderate,Female,62
4767,Low,Medium,Private,Neutral,5,No,High School,Near,Male,65
4768,Medium,High,Private,Neutral,2,No,High School,Near,Male,64
4769,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,74
4770,High,Medium,Public,Positive,1,No,High School,Near,Male,67
4771,High,Medium,Public,Positive,2,No,Postgraduate,Near,Male,66
4772,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Female,70
4773,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,68
4774,High,High,Public,Positive,1,No,,Moderate,Female,64
4775,Low,Medium,Private,Neutral,1,Yes,High School,Far,Female,58
4776,High,Medium,Public,Neutral,4,Yes,College,Near,Male,65
4777,Medium,Medium,Public,Negative,5,No,High School,Near,Female,68
4778,Low,High,Private,Negative,1,Yes,Postgraduate,Moderate,Female,64
4779,Low,Medium,Public,Negative,4,No,High School,Near,Male,66
4780,Medium,Medium,Private,Negative,2,No,College,Near,Male,92
4781,High,Low,Public,Negative,4,No,High School,Near,Male,69
4782,Low,Medium,Public,Neutral,2,No,College,Near,Male,68
4783,Medium,Medium,Public,Positive,4,Yes,High School,Near,Female,63
4784,Low,Low,Public,Neutral,3,No,High School,Near,Male,64
4785,Low,Medium,Public,Negative,2,No,College,Far,Female,68
4786,Low,Medium,Public,Positive,2,No,High School,Near,Male,67
4787,High,Medium,Public,Negative,2,No,Postgraduate,Far,Male,68
4788,Low,Medium,Public,Positive,2,No,,Moderate,Male,66
4789,Medium,Medium,Private,Positive,4,No,Postgraduate,Near,Male,66
4790,Low,High,Public,Neutral,2,No,High School,Moderate,Male,68
4791,Medium,High,Private,Neutral,3,No,High School,Moderate,Male,64
4792,Medium,Medium,Private,Negative,3,Yes,College,Near,Female,63
4793,Low,Medium,Private,Neutral,4,No,High School,Near,Female,62
4794,Low,Medium,Private,Positive,2,No,High School,Near,Male,66
4795,Low,Medium,Public,Negative,2,No,Postgraduate,Moderate,Male,65
4796,Low,Low,Private,Negative,3,No,High School,Near,Male,66
4797,Low,High,Private,Negative,4,No,High School,Near,Male,66
4798,High,Medium,Public,Neutral,2,No,College,Near,Female,69
4799,High,High,Private,Negative,3,No,Postgraduate,Near,Female,67
4800,Medium,High,Private,Positive,3,No,High School,Near,Female,75
4801,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,73
4802,Low,Low,Public,Positive,5,No,College,Moderate,Female,66
4803,Medium,Medium,Public,Positive,4,No,College,Moderate,Male,61
4804,Low,High,Private,Negative,4,No,High School,Moderate,Female,68
4805,Medium,High,Public,Neutral,4,No,College,Near,Male,67
4806,Medium,Medium,Public,Negative,3,No,High School,Moderate,Male,66
4807,High,Medium,Public,Neutral,2,No,High School,Near,Female,69
4808,Low,Medium,Public,Positive,4,No,High School,Near,Male,69
4809,Low,High,Private,Negative,1,No,College,Far,Female,67
4810,Medium,Medium,Public,Positive,4,No,High School,Near,Female,65
4811,High,Medium,Public,Positive,2,No,High School,Near,Male,63
4812,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,63
4813,Low,Medium,Public,Negative,2,No,High School,Near,Male,66
4814,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,66
4815,Medium,Medium,Public,Neutral,4,No,College,Near,Female,69
4816,Medium,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,72
4817,Low,Medium,Public,Neutral,3,No,High School,Near,Male,70
4818,Low,Medium,Public,Negative,1,No,College,Near,Male,68
4819,Low,High,Public,Neutral,3,No,High School,Near,Male,66
4820,Low,Medium,Public,Negative,3,No,College,Moderate,Female,67
4821,Low,Low,Public,Positive,5,Yes,Postgraduate,Moderate,Female,68
4822,Medium,High,Private,Positive,4,No,High School,Near,Male,62
4823,Medium,Medium,Private,Positive,2,Yes,College,Near,Female,64
4824,High,High,Public,Positive,1,No,College,Far,Male,71
4825,Medium,High,Public,Neutral,4,No,College,Near,Male,65
4826,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,69
4827,Low,Medium,Public,Neutral,5,No,High School,Near,Male,65
4828,Medium,High,Public,Positive,4,No,High School,Near,Male,71
4829,High,Medium,Public,Negative,2,No,College,Near,Female,69
4830,Medium,Medium,Private,Negative,3,No,College,Near,Male,65
4831,Medium,Medium,Public,Neutral,1,No,College,Moderate,Male,66
4832,Medium,High,Private,Negative,3,No,College,Moderate,Female,68
4833,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,72
4834,Medium,Medium,Public,Negative,3,No,High School,Near,Female,74
4835,Low,Medium,Public,Positive,2,No,High School,Near,Male,64
4836,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,64
4837,Low,Medium,Public,Neutral,4,Yes,Postgraduate,Far,Female,63
4838,Low,Low,Private,Neutral,2,No,High School,Near,Male,66
4839,High,Medium,Public,Positive,2,No,High School,Near,Male,67
4840,Medium,Medium,Public,Neutral,5,Yes,College,Moderate,Male,64
4841,Medium,High,Private,Positive,4,No,High School,Far,Male,62
4842,Medium,,Public,Positive,1,No,High School,Far,Male,66
4843,Low,High,Public,Negative,2,No,Postgraduate,Moderate,Female,71
4844,Medium,Medium,Public,Positive,6,No,Postgraduate,Near,Female,63
4845,Low,High,Public,Positive,4,Yes,College,Near,Male,72
4846,High,Medium,Public,Positive,3,Yes,High School,Far,Female,71
4847,Medium,High,Private,Positive,3,No,Postgraduate,Near,Female,61
4848,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71
4849,Medium,Medium,Private,Neutral,4,No,Postgraduate,Far,Male,69
4850,Low,High,Public,Positive,3,No,,Near,Male,74
4851,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,61
4852,Medium,High,Private,Neutral,2,No,High School,Moderate,Male,68
4853,Medium,Medium,Public,Positive,2,No,High School,Near,Male,67
4854,High,Medium,Private,Neutral,4,No,College,Near,Male,70
4855,Low,Medium,Public,Neutral,3,No,High School,Near,Male,69
4856,Low,Medium,Private,Neutral,2,No,College,Moderate,Male,72
4857,Medium,Medium,Public,Positive,2,No,High School,Near,Male,66
4858,Medium,Medium,Public,Positive,3,No,High School,Near,Male,67
4859,High,High,Public,Neutral,2,No,High School,Far,Female,70
4860,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Near,Male,68
4861,Medium,Medium,Private,Positive,2,No,College,Near,Female,68
4862,Medium,High,Public,Negative,2,No,High School,Near,Female,65
4863,Low,Low,Public,Positive,3,No,College,Near,Female,63
4864,Low,Medium,Public,Positive,4,No,College,Far,Female,62
4865,Low,Medium,Public,Positive,4,No,High School,Near,Female,66
4866,Medium,Low,Public,Negative,2,Yes,Postgraduate,Near,Male,62
4867,High,Low,Public,Negative,3,No,College,Moderate,Female,61
4868,Medium,Medium,Private,Negative,4,Yes,College,Moderate,Female,63
4869,Medium,High,Private,Neutral,3,No,,Near,Female,65
4870,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,64
4871,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,74
4872,High,High,Public,Positive,2,No,Postgraduate,Near,Female,70
4873,Low,Medium,Public,Positive,2,No,,Moderate,Female,63
4874,High,Medium,Public,Positive,2,No,High School,Far,Female,68
4875,Low,High,Public,Neutral,2,No,College,Near,Male,69
4876,Medium,High,Private,Negative,4,No,,Moderate,Male,70
4877,High,Medium,Public,Neutral,3,No,College,Far,Male,62
4878,Medium,Low,Private,Positive,2,No,Postgraduate,Moderate,Male,71
4879,Low,Medium,Public,Neutral,1,No,,Near,Male,69
4880,Low,High,Public,Neutral,2,No,High School,Near,Male,69
4881,Low,High,Public,Neutral,3,Yes,College,Near,Male,68
4882,Low,Medium,Public,Positive,2,No,High School,Near,Male,65
4883,Medium,Medium,Private,Positive,5,No,High School,Far,Male,65
4884,Medium,High,Public,Positive,4,No,High School,Near,Female,65
4885,High,High,Public,Negative,3,No,High School,Near,Female,72
4886,Low,High,Private,Negative,4,No,High School,Moderate,Female,63
4887,High,Medium,Public,Positive,2,No,High School,Near,Male,68
4888,Medium,High,Public,Positive,3,No,College,Near,Female,72
4889,Low,Medium,Private,Positive,2,No,High School,Near,Male,66
4890,Low,Medium,Public,Neutral,3,No,College,Near,Female,71
4891,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,67
4892,Low,High,Public,Negative,3,No,Postgraduate,Moderate,Male,61
4893,Low,High,Private,Neutral,2,No,High School,Near,Female,70
4894,Low,,Public,Neutral,3,No,College,Near,Male,64
4895,Medium,Medium,Public,Negative,2,No,High School,Moderate,Male,64
4896,Low,Medium,Public,Neutral,3,No,High School,Far,Female,68
4897,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,70
4898,Low,Low,Public,Neutral,3,No,College,Moderate,Male,65
4899,Low,Medium,Private,Neutral,2,No,High School,Near,Female,67
4900,Low,High,Private,Neutral,4,No,College,Near,Male,65
4901,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,65
4902,Low,High,Public,Positive,4,No,High School,Near,Female,65
4903,Low,Medium,Public,Negative,2,No,High School,Near,Male,66
4904,Low,Medium,Public,Negative,4,Yes,High School,Near,Male,62
4905,Low,Medium,Public,Negative,2,No,High School,Near,Male,63
4906,Medium,Medium,Private,Neutral,3,Yes,High School,Moderate,Male,63
4907,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,70
4908,Medium,Medium,Private,Negative,4,No,High School,Near,Male,67
4909,High,Medium,Private,Negative,3,Yes,High School,Near,Male,66
4910,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,63
4911,Low,Low,Private,Positive,3,No,College,Near,Female,66
4912,Medium,Medium,Public,Neutral,4,No,College,Moderate,Female,67
4913,Low,High,Private,Negative,1,No,Postgraduate,Moderate,Female,68
4914,Medium,Low,Public,Neutral,2,Yes,High School,Far,Male,67
4915,High,Medium,Public,Neutral,2,No,High School,Far,Male,66
4916,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,71
4917,Low,High,Public,Neutral,2,Yes,Postgraduate,Near,Male,69
4918,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,72
4919,Low,Medium,Private,Negative,3,No,College,Moderate,Female,70
4920,Medium,Low,Private,Neutral,3,No,High School,Near,Male,68
4921,Low,High,Private,Positive,1,No,High School,Near,Male,68
4922,Low,Medium,Public,Negative,2,No,High School,Near,Female,67
4923,Low,Medium,Public,Positive,2,Yes,College,Far,Female,62
4924,Low,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,67
4925,Medium,High,Public,Negative,2,No,Postgraduate,Near,Male,69
4926,Low,Medium,Public,Negative,3,No,College,Near,Male,64
4927,Low,High,Private,Positive,3,No,College,Near,Female,66
4928,Low,Medium,Public,Positive,1,No,High School,Near,Male,69
4929,Medium,Medium,Private,Positive,2,No,College,Moderate,Female,70
4930,Low,Medium,Public,Positive,3,No,College,Moderate,Female,69
4931,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,72
4932,Low,High,Private,Positive,2,No,High School,Near,Female,61
4933,Low,Low,Private,Negative,4,No,High School,Near,Female,68
4934,Medium,Medium,Public,Positive,3,No,High School,Far,Male,68
4935,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,66
4936,High,Medium,Public,Negative,2,No,College,Near,Male,65
4937,Low,Low,Public,Negative,4,No,College,Moderate,Female,66
4938,High,Medium,Private,Negative,5,No,College,Moderate,Female,67
4939,Medium,High,Private,Positive,2,No,College,Far,Male,68
4940,High,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,67
4941,Medium,Medium,Public,Positive,3,Yes,College,Near,Female,63
4942,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Male,64
4943,Medium,Medium,Private,Positive,3,No,College,Far,Male,66
4944,Low,Low,Public,Positive,4,No,High School,Moderate,Male,69
4945,High,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,70
4946,Medium,High,Private,Positive,2,No,High School,Near,Female,72
4947,High,,Public,Positive,5,No,High School,Moderate,Female,71
4948,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,63
4949,High,Medium,Public,Neutral,4,No,High School,Near,Male,68
4950,High,High,Private,Neutral,3,No,College,Near,Male,67
4951,Low,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,69
4952,Low,Medium,Private,Negative,2,No,Postgraduate,Near,Male,65
4953,Medium,High,Public,Neutral,4,No,College,Moderate,Male,69
4954,Medium,High,Public,Negative,4,No,College,Moderate,Male,71
4955,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,67
4956,High,High,Public,Positive,4,No,College,Moderate,Female,64
4957,Medium,High,Private,Positive,3,No,College,Near,Female,68
4958,Low,Medium,Public,Positive,3,No,College,Near,Male,67
4959,High,Medium,Public,Negative,2,No,High School,Moderate,Female,62
4960,Medium,High,Public,Negative,2,No,Postgraduate,Moderate,Female,68
4961,Medium,High,Public,Positive,4,No,College,Near,Female,72
4962,Medium,Medium,Public,Negative,3,No,High School,Moderate,Male,61
4963,High,Medium,Public,Negative,4,No,High School,Moderate,Male,67
4964,High,High,Public,Neutral,3,No,Postgraduate,Near,Male,70
4965,Low,Medium,Public,Neutral,3,No,High School,Near,Male,59
4966,Low,High,Private,Negative,4,No,College,Moderate,Female,70
4967,Low,Medium,Public,Neutral,1,No,High School,Near,Female,60
4968,High,High,Public,Neutral,3,No,College,Moderate,Male,74
4969,Medium,High,Private,Negative,3,No,College,Moderate,Male,68
4970,Low,Medium,Public,Positive,3,No,College,Near,Female,67
4971,Medium,Medium,Private,Neutral,4,No,Postgraduate,Far,Male,67
4972,Medium,Medium,Public,Neutral,2,No,College,,Female,66
4973,Low,High,Public,Neutral,2,No,High School,Far,Female,63
4974,Low,High,Public,Positive,3,No,College,Near,Male,62
4975,Low,High,Private,Neutral,3,No,College,Moderate,Female,64
4976,Medium,Medium,Public,Neutral,4,No,College,Near,Male,68
4977,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,65
4978,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,71
4979,Medium,Medium,Private,Negative,3,No,Postgraduate,Near,Female,68
4980,Medium,Medium,Public,Negative,2,No,High School,Near,Male,62
4981,Medium,Medium,Private,Negative,3,No,High School,Moderate,Male,68
4982,High,Medium,Public,Neutral,3,No,High School,Near,Male,68
4983,Medium,High,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
4984,Low,Medium,Public,Positive,2,No,College,Moderate,Female,67
4985,High,High,Public,Positive,4,No,High School,Far,Male,70
4986,Low,Medium,Public,Neutral,4,No,High School,Near,Female,69
4987,Low,High,Private,Positive,3,No,Postgraduate,Moderate,Male,70
4988,High,Medium,Public,Positive,2,No,High School,Near,Male,69
4989,High,High,Public,Positive,2,No,High School,Moderate,Female,70
4990,Medium,Medium,Public,Neutral,4,No,,Moderate,Male,72
4991,Low,Medium,Public,Neutral,2,No,High School,Near,Female,59
4992,Medium,High,Public,Neutral,4,No,High School,Near,Male,64
4993,High,Medium,Private,Neutral,1,No,College,Near,Female,72
4994,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,70
4995,High,High,Public,Negative,1,No,High School,Far,Female,63
4996,Low,High,Private,Negative,3,No,College,Near,Male,66
4997,High,Medium,Public,Neutral,4,No,High School,Far,Male,72
4998,Medium,Medium,Private,Negative,4,No,,Near,Female,71
4999,High,Medium,Public,Negative,3,No,Postgraduate,Far,Female,71
5000,Medium,Low,Public,Positive,3,No,High School,Moderate,Male,62
5001,Low,High,Public,Positive,1,No,Postgraduate,Moderate,Male,62
5002,Medium,Medium,Public,Positive,1,No,College,Near,Male,64
5003,Low,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,65
5004,Low,Medium,Private,Neutral,4,No,College,Near,Female,68
5005,High,Medium,Private,Positive,3,No,College,Near,Male,67
5006,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,61
5007,Medium,Medium,Public,Negative,5,No,High School,Moderate,Female,68
5008,Low,High,Public,Neutral,3,No,High School,Near,Male,68
5009,Low,High,Public,Neutral,1,No,High School,Near,Female,62
5010,Low,Low,Private,Neutral,3,No,High School,Near,Female,62
5011,Medium,Low,Public,Positive,2,Yes,High School,Near,Male,74
5012,Low,Medium,Public,Neutral,4,No,High School,Near,Female,68
5013,High,Low,Public,Positive,4,No,College,Moderate,Male,66
5014,Medium,Medium,Private,Neutral,3,No,,Near,Male,67
5015,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,65
5016,High,Medium,Public,Positive,4,No,High School,Near,Male,66
5017,Low,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,67
5018,High,Medium,Private,Negative,3,No,College,Near,Male,76
5019,High,High,Private,Positive,3,No,High School,Moderate,Female,66
5020,Medium,High,Public,Neutral,3,No,College,Near,Female,68
5021,Low,Medium,Private,Neutral,3,Yes,College,Near,Female,63
5022,Low,Low,Public,Positive,4,No,College,Near,Female,65
5023,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,63
5024,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,59
5025,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,74
5026,Low,High,Public,Positive,3,Yes,College,Near,Male,62
5027,Low,Low,Public,Positive,4,Yes,High School,Near,Female,59
5028,Low,Medium,Public,Positive,3,No,High School,Near,Male,71
5029,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,73
5030,Low,High,Private,Positive,1,No,High School,Moderate,Male,68
5031,Low,Medium,Public,Neutral,1,No,High School,Far,Male,68
5032,Low,Medium,Public,Positive,6,No,College,Far,Male,66
5033,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,69
5034,Medium,High,Public,Neutral,4,No,High School,Near,Female,70
5035,Medium,High,Public,Positive,3,No,High School,Near,Male,74
5036,Medium,High,Public,Positive,5,No,College,Near,Female,75
5037,Medium,Medium,Private,Neutral,3,No,College,Near,Male,71
5038,Low,High,Private,Positive,3,No,High School,Moderate,Male,71
5039,Low,Medium,Public,Negative,4,No,College,Far,Female,65
5040,Medium,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,65
5041,Medium,Medium,Public,Negative,1,No,Postgraduate,Near,Male,65
5042,Low,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,67
5043,Low,Medium,Private,Positive,4,No,,Moderate,Male,67
5044,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
5045,Medium,Medium,Private,Neutral,4,No,College,Near,Female,71
5046,Medium,High,Public,Neutral,1,No,College,Moderate,Female,72
5047,Low,High,Public,Neutral,4,No,College,Moderate,Male,62
5048,Medium,Medium,Public,Neutral,4,No,College,Near,Male,70
5049,Low,Medium,Public,Neutral,4,No,College,Near,Female,72
5050,Medium,Low,Public,Positive,4,No,College,Moderate,Male,64
5051,Low,Medium,Private,Negative,1,No,College,Moderate,Male,66
5052,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,69
5053,Medium,Medium,Public,Negative,0,No,College,Moderate,Female,71
5054,Low,High,Private,Positive,3,No,High School,Moderate,Male,68
5055,High,Medium,Public,Positive,2,No,High School,Moderate,Female,63
5056,Medium,High,Public,Negative,3,No,High School,Near,Male,71
5057,Low,Medium,Private,Negative,1,No,High School,,Male,65
5058,Low,High,Public,Neutral,1,No,High School,Near,Female,66
5059,High,Medium,Private,Positive,3,Yes,College,Moderate,Female,68
5060,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,61
5061,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,71
5062,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70
5063,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,66
5064,Low,Medium,Private,Positive,2,No,College,Moderate,Male,61
5065,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,67
5066,High,High,Public,Positive,3,No,Postgraduate,Near,Female,72
5067,High,Low,Private,Positive,3,No,High School,Near,Female,65
5068,Medium,Medium,Public,Negative,2,No,College,Near,Female,68
5069,Medium,Medium,Public,Positive,4,No,College,Far,Male,70
5070,Low,High,Public,Negative,4,No,High School,Moderate,Male,63
5071,Medium,Medium,Public,Neutral,4,No,Postgraduate,Far,Female,69
5072,High,Medium,Public,Positive,3,No,High School,Near,Male,62
5073,High,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Female,71
5074,Low,High,Public,Positive,4,No,High School,Near,Male,64
5075,High,High,Public,Positive,3,No,High School,Moderate,Male,69
5076,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,71
5077,Low,Medium,Public,Positive,4,Yes,High School,Near,Female,63
5078,Low,High,Public,Neutral,3,No,High School,Near,Female,72
5079,Low,Low,Public,Positive,3,No,College,Near,Male,66
5080,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,69
5081,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,60
5082,Medium,High,Private,Negative,4,No,High School,Moderate,Female,68
5083,Medium,Low,Public,Neutral,2,No,College,Far,Male,65
5084,Medium,Medium,Public,Positive,4,No,College,Near,Female,67
5085,Low,Medium,Public,Positive,2,No,High School,Near,Male,66
5086,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
5087,Low,High,Private,Negative,4,No,High School,Near,Female,63
5088,Medium,Medium,Private,Positive,3,No,College,Near,Male,73
5089,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,66
5090,Low,High,Public,Neutral,3,Yes,College,Near,Male,67
5091,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,66
5092,Low,Low,Public,Positive,5,No,High School,Near,Male,60
5093,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,67
5094,High,Low,Public,Negative,4,No,High School,Near,Female,67
5095,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70
5096,Low,Medium,Public,Positive,2,No,High School,Near,Female,69
5097,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
5098,High,High,Private,Positive,3,No,High School,Near,Female,67
5099,Low,Medium,Public,Neutral,1,No,College,Moderate,Male,63
5100,High,Medium,Public,Positive,3,No,College,Near,Male,70
5101,Low,Medium,Public,Neutral,3,No,High School,Near,Female,71
5102,High,Medium,Public,Neutral,2,No,High School,Near,Female,67
5103,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,64
5104,Medium,Medium,Private,Neutral,4,No,College,Near,Female,66
5105,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,70
5106,Medium,Medium,Private,Negative,2,No,High School,Moderate,Male,65
5107,Medium,Low,Public,Positive,3,No,College,Moderate,Male,68
5108,Medium,High,Public,Negative,5,No,Postgraduate,Far,Female,65
5109,Medium,Medium,Public,Neutral,1,No,Postgraduate,Near,Male,65
5110,Low,High,Public,Positive,4,No,College,Near,Female,69
5111,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,63
5112,Low,Low,Public,Positive,2,No,College,Moderate,Female,70
5113,Medium,Medium,Public,Neutral,4,No,College,Near,Male,64
5114,High,Medium,Public,Neutral,4,No,High School,Near,Female,62
5115,Low,,Private,Positive,3,No,High School,Near,Female,66
5116,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,73
5117,Low,High,Public,Neutral,3,No,Postgraduate,Far,Female,72
